parking_id,activity_date,peak_occupancy_rate,avg_occupancy_rate,vehicle_entries,platform_bookings,booking_cancellations,gross_parking_revenue_inr,avg_park_duration_hours
1,2026-07-09,0.7295,0.563,743,186,4,158433.43,2.87
2,2026-07-09,0.6445,0.454,1134,272,11,235035.85,2.74
3,2026-07-09,0.6828,0.5771,264,67,4,80655.8,3.06
4,2026-07-09,0.5039,0.3413,378,93,0,52388.27,2.64
5,2026-07-09,0.6302,0.4997,305,64,3,47235.0,3.09
6,2026-07-09,0.8678,0.6298,1572,408,16,217608.57,2.72
7,2026-07-09,0.735,0.6141,252,66,2,66645.11,3.13
8,2026-07-09,0.7683,0.6081,565,137,6,147636.33,2.81
9,2026-07-09,0.753,0.6275,427,91,5,77261.69,2.58
10,2026-07-09,0.6826,0.5279,319,49,1,43986.56,2.4
11,2026-07-09,0.4182,0.3086,251,66,2,39975.8,2.89
12,2026-07-09,0.6756,0.5368,339,86,2,49397.01,3.38
13,2026-07-09,0.6443,0.4615,1955,401,10,216066.29,2.47
14,2026-07-09,0.6087,0.3894,670,167,2,46212.42,2.49
15,2026-07-09,0.5214,0.4222,1114,291,12,148633.45,3.42
16,2026-07-09,0.7791,0.603,1242,313,8,108976.23,2.79
17,2026-07-09,0.6615,0.55,686,169,5,64163.06,2.79
18,2026-07-09,0.9538,0.8073,2148,550,20,263108.77,2.86
19,2026-07-09,0.6208,0.4859,778,175,6,95566.63,2.89
20,2026-07-09,0.5587,0.4143,235,37,5,32675.59,2.76
21,2026-07-09,0.7476,0.5881,1843,481,18,200320.28,2.42
22,2026-07-09,0.6466,0.5185,1651,342,18,260541.54,2.88
23,2026-07-09,0.4005,0.2378,260,54,2,25734.75,2.78
24,2026-07-09,0.5755,0.3623,256,55,4,21868.63,2.94
25,2026-07-09,0.4483,0.2038,167,38,1,18010.74,2.78
26,2026-07-09,0.3643,0.256,772,156,6,43681.71,2.48
27,2026-07-09,0.3843,0.1622,249,41,1,12805.62,2.95
28,2026-07-09,0.3737,0.1927,177,26,0,28712.92,3.01
29,2026-07-09,0.5252,0.3628,362,66,3,48503.78,3.04
30,2026-07-09,0.4247,0.3003,249,59,5,24489.16,2.51
31,2026-07-09,0.486,0.2609,519,101,6,32339.84,3.18
32,2026-07-09,0.4483,0.3077,410,67,4,22423.07,2.55
33,2026-07-09,0.4219,0.3144,407,50,3,67321.07,5.76
34,2026-07-09,0.5734,0.4345,355,41,1,48407.34,6.41
35,2026-07-09,0.543,0.3404,55,6,0,10599.07,5.97
36,2026-07-09,0.5567,0.408,486,101,6,29758.79,2.27
37,2026-07-09,0.5585,0.3835,670,102,7,43182.51,1.6
38,2026-07-09,0.482,0.3249,444,79,2,28694.1,1.74
39,2026-07-09,0.4048,0.2663,148,40,3,9005.57,2.17
40,2026-07-09,0.5541,0.4093,1035,168,10,113310.03,1.8
41,2026-07-09,0.6546,0.5285,1740,446,20,200807.9,2.1
42,2026-07-09,0.6637,0.5182,487,89,3,40907.39,1.97
43,2026-07-09,0.6159,0.4813,871,156,7,98033.28,1.92
44,2026-07-09,0.5218,0.3696,375,88,9,28257.31,1.67
45,2026-07-09,0.5961,0.3988,2826,642,28,250518.47,2.01
46,2026-07-09,0.6507,0.4727,1201,290,13,53575.23,1.84
47,2026-07-09,0.4828,0.3841,321,53,1,27577.11,2.03
48,2026-07-09,0.6369,0.5113,220,44,1,20974.67,2.05
49,2026-07-09,0.6246,0.4758,447,85,1,12072.1,1.44
50,2026-07-09,0.5083,0.4065,254,49,2,15693.13,1.98
51,2026-07-09,0.7309,0.5972,395,92,6,24179.16,1.65
52,2026-07-09,0.7457,0.6074,2141,558,16,102651.05,1.84
53,2026-07-09,0.2599,0.1521,209,32,2,17600.28,2.4
54,2026-07-09,0.4446,0.3075,273,43,1,14216.31,1.66
55,2026-07-09,0.8426,0.6298,998,230,10,91067.0,2.51
56,2026-07-09,0.5158,0.3289,611,92,7,27299.0,2.02
57,2026-07-09,0.4389,0.2413,72,9,0,9794.38,4.97
58,2026-07-09,0.3396,0.1913,19,0,0,1395.65,5.09
59,2026-07-09,0.465,0.2624,233,40,2,26107.21,4.57
60,2026-07-09,0.6045,0.4336,144,22,1,19576.01,5.03
61,2026-07-09,0.4847,0.3001,198,31,0,21420.42,5.53
62,2026-07-09,0.3127,0.1897,49,10,0,15657.07,5.74
63,2026-07-09,0.4823,0.3053,194,46,0,72842.24,5.35
64,2026-07-09,0.4551,0.2619,70,5,0,19649.37,5.98
65,2026-07-09,0.4896,0.3058,224,53,2,43580.58,5.39
66,2026-07-09,0.3425,0.1872,108,21,1,17612.34,5.44
67,2026-07-09,0.4076,0.2583,223,48,2,41248.66,5.51
68,2026-07-09,0.5874,0.4072,707,130,7,124041.19,5.37
69,2026-07-09,0.3607,0.2363,41,13,1,11105.41,5.9
70,2026-07-09,0.4023,0.3014,61,6,0,9077.39,5.72
71,2026-07-09,0.3468,0.2183,303,45,2,60894.26,5.96
72,2026-07-09,0.504,0.3739,1213,238,9,114708.4,2.5
73,2026-07-09,0.4449,0.2698,222,46,2,18629.29,3.02
74,2026-07-09,0.3227,0.1343,379,83,5,19766.61,2.66
75,2026-07-09,0.4758,0.2987,956,164,7,130524.91,2.91
76,2026-07-09,0.4398,0.3435,105,10,0,7429.41,3.11
77,2026-07-09,0.3334,0.1519,166,25,1,12182.52,2.83
78,2026-07-09,0.5088,0.3321,133,20,1,11419.8,2.85
79,2026-07-09,0.2799,0.1431,25,5,0,1545.78,2.95
80,2026-07-09,0.5527,0.357,302,48,2,23251.79,3.41
81,2026-07-09,0.3645,0.2431,109,14,0,8472.78,2.42
82,2026-07-09,0.2811,0.1665,76,10,2,7100.43,2.77
83,2026-07-09,0.4954,0.3828,707,149,7,91311.02,2.39
84,2026-07-09,0.4247,0.2262,974,155,12,87585.31,2.41
85,2026-07-09,0.5844,0.439,383,92,4,30454.99,2.31
86,2026-07-09,0.5021,0.324,152,26,0,20762.22,2.67
87,2026-07-09,0.3955,0.2311,301,48,5,45679.85,5.5
88,2026-07-09,0.5764,0.3796,321,54,3,53867.56,5.56
89,2026-07-09,0.509,0.2862,92,14,0,18442.83,5.14
90,2026-07-09,0.529,0.3595,438,77,5,72111.65,6.07
91,2026-07-09,0.3367,0.1958,45,4,1,9333.27,5.68
92,2026-07-09,0.2998,0.1842,42,12,0,11301.76,6.45
93,2026-07-09,0.5706,0.3352,133,25,0,26658.24,5.77
94,2026-07-09,0.2613,0.1462,53,9,1,7445.4,5.42
95,2026-07-09,0.5498,0.3501,435,80,4,92566.59,5.35
96,2026-07-09,0.3572,0.1537,101,14,0,16317.39,6.11
97,2026-07-09,0.5688,0.3817,186,33,0,10761.38,1.86
98,2026-07-09,0.3505,0.2262,446,61,3,49615.46,1.9
99,2026-07-09,0.5029,0.3928,1068,142,6,59526.21,2.08
100,2026-07-09,0.5112,0.3394,349,53,3,26634.67,2.45
101,2026-07-09,0.5009,0.3418,407,67,1,56464.07,5.46
102,2026-07-09,0.4681,0.2841,95,14,0,36392.53,5.54
103,2026-07-09,0.3362,0.1603,46,7,0,7703.78,5.55
104,2026-07-09,0.4029,0.3002,340,38,3,65784.71,5.7
105,2026-07-09,0.544,0.3623,427,69,3,24367.87,5.9
106,2026-07-09,0.5521,0.3952,327,69,3,46919.93,5.86
107,2026-07-09,0.4191,0.2228,68,6,0,23489.73,5.92
108,2026-07-09,0.4868,0.3267,112,18,0,15388.84,5.69
109,2026-07-09,0.5322,0.3703,39,14,0,7089.46,5.75
110,2026-07-09,0.2689,0.1262,76,13,1,11452.09,5.04
111,2026-07-09,0.5196,0.3276,116,13,1,11755.06,4.71
112,2026-07-09,0.4164,0.2396,167,29,3,19724.35,4.81
113,2026-07-09,0.5499,0.3537,96,15,0,11652.55,5.15
114,2026-07-09,0.3647,0.2091,76,10,1,6811.25,4.87
115,2026-07-09,0.3207,0.1846,53,11,0,5151.5,5.23
116,2026-07-09,0.5534,0.3534,143,25,1,7792.05,2.42
117,2026-07-09,0.5042,0.3665,301,55,2,21436.11,2.67
118,2026-07-09,0.5624,0.3743,1551,256,15,120314.02,2.56
119,2026-07-09,0.3032,0.1344,57,6,0,3113.98,2.49
120,2026-07-09,0.454,0.306,277,52,2,38868.28,3.2
1,2026-07-10,0.8639,0.6994,1078,270,8,205667.3,2.62
2,2026-07-10,0.5849,0.3563,1030,250,11,146589.06,2.4
3,2026-07-10,0.8212,0.642,311,75,3,84526.07,2.89
4,2026-07-10,0.6629,0.5141,461,117,5,59045.29,2.88
5,2026-07-10,0.7265,0.5376,365,74,2,40570.26,2.75
6,2026-07-10,0.7333,0.565,1470,395,14,184583.71,2.56
7,2026-07-10,0.7698,0.5567,217,71,1,51029.35,2.88
8,2026-07-10,0.6655,0.5473,589,125,4,129760.38,2.49
9,2026-07-10,0.7035,0.523,335,67,3,58146.91,2.83
10,2026-07-10,0.7834,0.6822,409,70,4,41476.02,2.4
11,2026-07-10,0.4059,0.2236,205,61,1,30502.97,2.72
12,2026-07-10,0.753,0.6576,482,136,3,64994.92,2.73
13,2026-07-10,0.6625,0.5036,2133,471,22,243172.46,2.6
14,2026-07-10,0.472,0.3299,549,149,6,38939.64,2.76
15,2026-07-10,0.598,0.501,1704,400,25,180139.38,2.68
16,2026-07-10,0.7369,0.5649,1212,324,14,121713.38,2.75
17,2026-07-10,0.7374,0.5856,736,185,3,91543.24,3.05
18,2026-07-10,0.8465,0.7413,2087,515,16,227948.64,2.67
19,2026-07-10,0.6186,0.4798,696,168,9,101558.01,3.13
20,2026-07-10,0.6082,0.4183,293,48,2,32137.16,2.63
21,2026-07-10,0.7391,0.5943,1577,445,23,239540.78,2.75
22,2026-07-10,0.7455,0.5996,1918,404,11,233731.4,2.95
23,2026-07-10,0.3516,0.1621,153,38,3,17950.61,3.17
24,2026-07-10,0.3763,0.2087,129,25,0,11650.93,2.79
25,2026-07-10,0.5016,0.3864,334,67,4,37796.71,2.89
26,2026-07-10,0.4877,0.3293,775,177,9,69402.9,3.25
27,2026-07-10,0.3485,0.1931,306,67,3,16080.16,2.9
28,2026-07-10,0.5317,0.3621,310,51,1,59736.9,3.1
29,2026-07-10,0.5099,0.3521,442,58,3,64815.37,2.65
30,2026-07-10,0.4852,0.2908,217,52,1,18660.45,2.49
31,2026-07-10,0.5415,0.3104,678,143,12,38321.3,2.8
32,2026-07-10,0.6375,0.512,587,106,5,35914.35,3.11
33,2026-07-10,0.5322,0.3704,476,59,2,77829.61,6.16
34,2026-07-10,0.5143,0.3619,321,42,0,50318.48,5.93
35,2026-07-10,0.4658,0.3358,51,3,0,8968.82,5.5
36,2026-07-10,0.651,0.4548,535,104,7,32661.04,2.16
37,2026-07-10,0.4081,0.2757,351,69,6,31292.31,2.32
38,2026-07-10,0.4748,0.271,314,45,2,21154.15,2.21
39,2026-07-10,0.3859,0.2391,161,21,2,10505.02,1.96
40,2026-07-10,0.435,0.2832,629,94,9,71968.24,1.97
41,2026-07-10,0.6779,0.4699,1752,464,15,148523.92,1.86
42,2026-07-10,0.6408,0.5334,496,97,3,33145.87,2.0
43,2026-07-10,0.6817,0.4931,737,132,8,97829.87,2.19
44,2026-07-10,0.5368,0.3812,437,100,3,33615.68,1.68
45,2026-07-10,0.4966,0.3623,2464,562,18,186790.47,2.1
46,2026-07-10,0.7661,0.6777,1642,383,18,78337.81,2.0
47,2026-07-10,0.4698,0.2948,253,44,1,16485.49,2.03
48,2026-07-10,0.757,0.623,290,35,1,21723.03,1.66
49,2026-07-10,0.479,0.3563,234,38,2,11714.32,2.09
50,2026-07-10,0.4443,0.2595,151,23,0,12629.47,1.92
51,2026-07-10,0.7053,0.5392,253,68,1,23665.65,2.52
52,2026-07-10,0.7602,0.6061,2483,587,16,134097.1,1.59
53,2026-07-10,0.2873,0.1214,179,44,2,12652.85,2.03
54,2026-07-10,0.439,0.237,131,27,0,12181.39,2.53
55,2026-07-10,0.6999,0.5817,1452,348,14,93814.31,1.65
56,2026-07-10,0.4303,0.3092,606,87,3,25354.9,1.87
57,2026-07-10,0.3588,0.1776,75,15,2,14464.11,5.5
58,2026-07-10,0.3079,0.1958,36,6,1,2645.33,4.34
59,2026-07-10,0.3336,0.1788,137,28,1,13864.85,5.36
60,2026-07-10,0.5578,0.4446,148,18,0,16920.7,4.77
61,2026-07-10,0.4457,0.2857,216,39,1,21640.85,5.31
62,2026-07-10,0.4562,0.3659,118,24,1,41431.86,5.11
63,2026-07-10,0.3363,0.1765,93,12,1,36548.15,5.96
64,2026-07-10,0.4836,0.3288,103,15,0,25806.07,5.56
65,2026-07-10,0.4601,0.3173,222,51,3,43117.64,5.53
66,2026-07-10,0.5694,0.4006,166,24,0,30732.44,5.93
67,2026-07-10,0.561,0.3346,325,80,5,52385.72,5.15
68,2026-07-10,0.6066,0.3884,624,126,6,102323.0,5.37
69,2026-07-10,0.5551,0.3825,92,19,0,26223.82,5.13
70,2026-07-10,0.2928,0.1254,24,3,1,4039.21,5.79
71,2026-07-10,0.3212,0.1715,215,21,2,50014.55,5.9
72,2026-07-10,0.4312,0.2499,711,162,8,75203.43,2.76
73,2026-07-10,0.5033,0.3762,270,50,2,28785.52,3.0
74,2026-07-10,0.4402,0.2878,667,133,4,39328.09,2.9
75,2026-07-10,0.2916,0.1794,449,76,4,66290.75,3.12
76,2026-07-10,0.4622,0.3039,82,8,1,4459.64,3.11
77,2026-07-10,0.5178,0.3123,267,30,1,32637.7,3.25
78,2026-07-10,0.4734,0.2448,96,11,1,8918.71,2.97
79,2026-07-10,0.4195,0.2014,75,13,1,3990.21,2.48
80,2026-07-10,0.4466,0.3,280,46,1,23646.97,3.16
81,2026-07-10,0.5058,0.3369,190,31,1,11772.89,2.14
82,2026-07-10,0.4583,0.2703,79,9,0,8411.94,2.86
83,2026-07-10,0.4232,0.2702,407,101,3,55349.96,3.06
84,2026-07-10,0.2118,0.093,317,61,4,30696.45,3.21
85,2026-07-10,0.6076,0.4378,380,72,5,32698.32,2.34
86,2026-07-10,0.5633,0.4191,151,32,5,27535.74,3.65
87,2026-07-10,0.4988,0.3239,448,72,6,88220.95,5.62
88,2026-07-10,0.4497,0.2882,269,41,2,42965.78,4.83
89,2026-07-10,0.3972,0.2431,75,11,0,20195.45,5.82
90,2026-07-10,0.3983,0.3189,421,62,4,59870.73,5.6
91,2026-07-10,0.331,0.1682,45,7,0,8716.45,5.35
92,2026-07-10,0.5137,0.3488,91,15,2,17247.93,5.87
93,2026-07-10,0.4128,0.2648,94,15,1,19584.56,5.7
94,2026-07-10,0.1617,0.0686,29,6,1,5898.95,5.34
95,2026-07-10,0.4413,0.2619,370,60,1,76024.65,5.29
96,2026-07-10,0.2129,0.082,53,6,0,9118.97,6.49
97,2026-07-10,0.5461,0.3832,150,32,1,12838.93,2.19
98,2026-07-10,0.3308,0.1702,268,26,0,34762.86,2.25
99,2026-07-10,0.4122,0.2571,891,125,9,41006.28,1.66
100,2026-07-10,0.6092,0.4498,567,80,6,31674.36,2.06
101,2026-07-10,0.4745,0.3305,360,66,3,80597.83,5.91
102,2026-07-10,0.5033,0.3647,149,25,2,64295.34,5.89
103,2026-07-10,0.4388,0.2942,63,9,0,13533.18,6.11
104,2026-07-10,0.5498,0.3784,419,69,5,89066.81,5.6
105,2026-07-10,0.452,0.2953,352,73,2,20737.88,6.06
106,2026-07-10,0.4607,0.3179,256,55,1,38349.25,5.9
107,2026-07-10,0.4593,0.3149,124,17,0,29232.15,5.3
108,2026-07-10,0.6105,0.3769,135,17,0,20544.42,5.55
109,2026-07-10,0.6095,0.4098,44,8,1,7706.64,5.33
110,2026-07-10,0.4769,0.3221,191,44,2,22866.07,4.67
111,2026-07-10,0.4919,0.3399,132,20,4,12035.96,4.55
112,2026-07-10,0.4136,0.2654,182,29,2,23476.81,5.21
113,2026-07-10,0.4467,0.3422,92,15,1,12029.6,5.56
114,2026-07-10,0.3974,0.2652,121,14,0,10831.45,4.87
115,2026-07-10,0.319,0.1843,67,11,0,5969.1,5.15
116,2026-07-10,0.2884,0.1358,53,11,1,4650.04,2.64
117,2026-07-10,0.4944,0.3755,316,59,1,23443.2,2.61
118,2026-07-10,0.3204,0.1687,615,84,6,55529.12,2.82
119,2026-07-10,0.3161,0.1509,59,10,1,3898.85,2.89
120,2026-07-10,0.4993,0.3501,318,60,3,39358.22,2.97
1,2026-07-11,0.5218,0.3693,516,138,15,96805.47,2.64
2,2026-07-11,0.2996,0.1056,211,58,3,47414.4,3.27
3,2026-07-11,0.6532,0.4695,254,59,3,72247.23,2.64
4,2026-07-11,0.5367,0.3766,397,102,12,55703.14,2.69
5,2026-07-11,0.4463,0.2872,177,43,3,20017.81,3.02
6,2026-07-11,0.5355,0.3806,997,259,17,167419.48,2.65
7,2026-07-11,0.6229,0.4535,266,75,3,38737.4,2.11
8,2026-07-11,0.4569,0.3246,366,83,7,76531.23,2.37
9,2026-07-11,0.6113,0.4409,325,60,6,57879.37,2.58
10,2026-07-11,0.527,0.3856,171,28,2,29133.35,2.99
11,2026-07-11,0.2601,0.1253,117,30,2,15282.14,2.72
12,2026-07-11,0.4829,0.3797,298,87,6,49487.9,2.8
13,2026-07-11,0.583,0.422,1473,330,32,203733.41,2.88
14,2026-07-11,0.4576,0.2977,467,116,8,53956.31,2.69
15,2026-07-11,0.5539,0.3813,1151,262,19,142791.0,3.04
16,2026-07-11,0.5883,0.3847,827,219,16,72358.78,2.65
17,2026-07-11,0.5935,0.4322,570,140,15,75257.46,2.71
18,2026-07-11,0.699,0.5098,1328,389,28,139843.71,2.93
19,2026-07-11,0.545,0.3778,499,114,11,68960.17,3.36
20,2026-07-11,0.3793,0.2473,113,19,2,19715.23,3.11
21,2026-07-11,0.6492,0.475,1016,266,26,209661.68,3.56
22,2026-07-11,0.4698,0.3695,1141,230,18,135566.96,3.09
23,2026-07-11,0.2999,0.1301,151,27,1,16451.69,2.82
24,2026-07-11,0.342,0.187,130,29,2,10220.59,2.9
25,2026-07-11,0.4601,0.3315,225,50,4,23559.64,3.24
26,2026-07-11,0.4676,0.2806,897,190,23,61849.04,2.62
27,2026-07-11,0.3931,0.226,327,65,9,22817.39,3.36
28,2026-07-11,0.6494,0.443,416,74,5,83797.63,2.84
29,2026-07-11,0.5375,0.3499,349,51,3,53899.94,3.21
30,2026-07-11,0.4537,0.3244,161,29,2,19983.54,3.34
31,2026-07-11,0.477,0.3052,585,133,10,40746.36,3.23
32,2026-07-11,0.6592,0.4957,736,134,16,37591.73,2.32
33,2026-07-11,0.4532,0.2875,356,49,3,37940.17,6.39
34,2026-07-11,0.5165,0.3306,299,49,4,49279.82,6.08
35,2026-07-11,0.509,0.3369,61,14,2,11635.4,6.11
36,2026-07-11,0.5778,0.4403,697,127,15,34585.61,1.75
37,2026-07-11,0.534,0.3689,481,72,10,45427.95,2.39
38,2026-07-11,0.5354,0.3449,336,50,6,25014.04,2.05
39,2026-07-11,0.4298,0.288,218,46,2,10130.52,1.63
40,2026-07-11,0.5107,0.371,770,138,16,87034.97,2.15
41,2026-07-11,0.6348,0.5113,1618,394,29,171652.05,2.18
42,2026-07-11,0.7766,0.615,784,164,15,36250.73,1.38
43,2026-07-11,0.7558,0.5831,934,172,16,123283.83,2.16
44,2026-07-11,0.7151,0.5222,434,108,11,63114.35,2.27
45,2026-07-11,0.5215,0.4086,2992,661,59,224013.88,1.98
46,2026-07-11,0.8294,0.7361,2084,470,41,77138.47,1.7
47,2026-07-11,0.5324,0.4088,224,45,3,32360.43,2.53
48,2026-07-11,0.7133,0.5766,231,35,3,20113.56,2.17
49,2026-07-11,0.6266,0.4718,273,52,3,16673.31,2.65
50,2026-07-11,0.7116,0.5688,250,39,2,23616.67,2.64
51,2026-07-11,0.8415,0.6577,430,118,10,26266.65,1.73
52,2026-07-11,0.7915,0.6064,1860,465,27,117444.16,2.03
53,2026-07-11,0.3526,0.1623,273,54,6,17137.6,1.81
54,2026-07-11,0.4199,0.2829,156,22,4,12728.63,2.36
55,2026-07-11,0.7868,0.6878,1371,330,24,112318.09,2.04
56,2026-07-11,0.4948,0.3263,444,66,7,26779.02,2.49
57,2026-07-11,0.4959,0.3146,123,31,6,20263.41,5.19
58,2026-07-11,0.3523,0.161,23,2,0,1867.56,4.81
59,2026-07-11,0.4172,0.3012,219,34,8,25428.93,5.5
60,2026-07-11,0.4695,0.4106,141,30,1,18718.71,5.34
61,2026-07-11,0.544,0.3632,246,44,7,19194.52,5.14
62,2026-07-11,0.3657,0.1845,52,3,1,16261.52,5.48
63,2026-07-11,0.2054,0.0636,48,11,2,15693.3,5.12
64,2026-07-11,0.2568,0.1084,46,7,0,10058.97,4.61
65,2026-07-11,0.3661,0.1775,129,34,4,18749.61,4.82
66,2026-07-11,0.3045,0.1348,58,6,1,10870.17,5.42
67,2026-07-11,0.3765,0.2737,236,50,6,41399.72,5.27
68,2026-07-11,0.3398,0.2082,363,81,8,57467.14,5.1
69,2026-07-11,0.337,0.1869,57,8,2,16202.01,5.59
70,2026-07-11,0.2035,0.097,22,4,0,3284.18,5.12
71,2026-07-11,0.3375,0.1935,338,45,5,56070.1,5.01
72,2026-07-11,0.3813,0.2382,763,142,12,65040.14,2.48
73,2026-07-11,0.5069,0.3308,247,42,2,23023.5,2.87
74,2026-07-11,0.3695,0.1981,413,86,11,26707.11,3.39
75,2026-07-11,0.4678,0.3532,1137,240,25,178166.11,2.75
76,2026-07-11,0.482,0.3291,133,14,0,9089.99,2.76
77,2026-07-11,0.3206,0.1867,158,18,4,20000.83,3.26
78,2026-07-11,0.3243,0.213,64,11,1,9497.21,3.81
79,2026-07-11,0.3722,0.2617,65,11,2,4524.58,2.81
80,2026-07-11,0.5826,0.4342,400,57,3,34914.42,3.11
81,2026-07-11,0.5217,0.4024,144,29,0,15515.6,3.31
82,2026-07-11,0.4121,0.2144,97,10,0,8023.89,2.72
83,2026-07-11,0.2553,0.1016,146,30,4,20050.81,3.03
84,2026-07-11,0.299,0.14,497,94,10,60581.38,2.86
85,2026-07-11,0.3929,0.2632,203,45,3,19627.76,2.78
86,2026-07-11,0.4124,0.3178,138,32,5,20647.0,2.82
87,2026-07-11,0.2253,0.0719,106,23,2,18624.34,5.32
88,2026-07-11,0.2957,0.1254,127,20,1,20577.03,5.13
89,2026-07-11,0.289,0.1591,56,10,2,12125.15,5.37
90,2026-07-11,0.272,0.13,162,24,2,29876.93,5.55
91,2026-07-11,0.2864,0.0869,26,2,0,4721.46,5.41
92,2026-07-11,0.3068,0.1867,60,7,0,11493.43,5.08
93,2026-07-11,0.3196,0.1767,68,10,0,11362.96,5.58
94,2026-07-11,0.2672,0.0773,22,8,0,4307.17,5.58
95,2026-07-11,0.3116,0.1911,256,39,2,44100.24,4.87
96,2026-07-11,0.1401,0.035,27,2,0,3640.29,5.35
97,2026-07-11,0.6388,0.4822,304,49,8,14124.99,1.35
98,2026-07-11,0.4188,0.1935,249,34,1,43913.85,2.68
99,2026-07-11,0.532,0.287,818,113,7,43778.16,2.02
100,2026-07-11,0.4286,0.3646,407,62,5,40522.09,2.3
101,2026-07-11,0.3803,0.2175,256,35,4,44067.34,5.37
102,2026-07-11,0.2773,0.128,53,9,0,15459.93,4.92
103,2026-07-11,0.3035,0.1462,35,9,1,5721.89,5.39
104,2026-07-11,0.5357,0.3504,430,79,4,97180.01,5.63
105,2026-07-11,0.3875,0.2163,253,44,0,16659.57,6.45
106,2026-07-11,0.4274,0.3013,228,52,10,42053.47,6.39
107,2026-07-11,0.4699,0.3406,112,11,0,28423.28,5.89
108,2026-07-11,0.343,0.2072,63,5,1,10153.12,6.24
109,2026-07-11,0.4803,0.317,28,5,0,4807.06,6.73
110,2026-07-11,0.3362,0.2185,116,20,0,14808.51,5.14
111,2026-07-11,0.4192,0.2989,90,15,0,10977.4,5.32
112,2026-07-11,0.4619,0.3032,204,37,4,21993.34,5.22
113,2026-07-11,0.4962,0.3944,93,11,3,16400.1,5.21
114,2026-07-11,0.4455,0.2476,118,15,3,10620.51,4.85
115,2026-07-11,0.3392,0.1458,33,5,1,2626.72,5.63
116,2026-07-11,0.363,0.1622,55,13,3,4974.76,3.24
117,2026-07-11,0.6525,0.4384,313,58,3,29478.51,3.1
118,2026-07-11,0.5447,0.3485,1271,191,15,110049.84,2.88
119,2026-07-11,0.3817,0.1901,66,11,2,3926.75,2.9
120,2026-07-11,0.3569,0.2552,211,50,7,28744.55,2.96
1,2026-07-12,0.5074,0.3196,508,136,11,89923.78,2.41
2,2026-07-12,0.2895,0.1167,307,63,4,51603.42,2.58
3,2026-07-12,0.5229,0.3882,212,65,5,55823.71,2.45
4,2026-07-12,0.3322,0.2161,288,70,5,33862.54,2.04
5,2026-07-12,0.4755,0.3365,239,47,0,28844.59,2.5
6,2026-07-12,0.5733,0.4266,1030,300,18,161099.19,2.87
7,2026-07-12,0.4806,0.3258,191,39,5,32882.82,2.17
8,2026-07-12,0.429,0.2529,195,49,3,59888.5,3.23
9,2026-07-12,0.5005,0.339,218,44,1,52416.04,2.98
10,2026-07-12,0.3787,0.2771,154,25,4,22512.22,2.61
11,2026-07-12,0.332,0.221,249,47,3,29612.71,2.37
12,2026-07-12,0.548,0.4179,294,87,9,39638.6,2.87
13,2026-07-12,0.4961,0.3692,1309,282,19,147539.43,3.01
14,2026-07-12,0.4112,0.2053,279,68,4,27002.88,3.03
15,2026-07-12,0.5951,0.4423,1382,343,33,169229.51,3.02
16,2026-07-12,0.5374,0.3459,719,169,8,90661.09,2.79
17,2026-07-12,0.6451,0.4587,524,156,15,65382.24,3.08
18,2026-07-12,0.6646,0.555,1163,283,21,143905.72,3.35
19,2026-07-12,0.5539,0.3499,540,132,8,72456.57,2.94
20,2026-07-12,0.3608,0.2256,144,17,3,20422.24,2.62
21,2026-07-12,0.6432,0.5104,1297,346,30,180853.41,3.05
22,2026-07-12,0.5315,0.3718,1418,290,18,146901.02,2.51
23,2026-07-12,0.3554,0.262,283,60,4,21046.84,2.57
24,2026-07-12,0.3637,0.221,161,40,4,8996.45,2.5
25,2026-07-12,0.4383,0.2359,190,41,5,19555.9,2.76
26,2026-07-12,0.5302,0.3184,918,177,21,64246.15,2.83
27,2026-07-12,0.4547,0.3178,428,75,6,25441.38,3.15
28,2026-07-12,0.5902,0.3818,331,60,2,51298.2,3.19
29,2026-07-12,0.4928,0.367,431,77,6,66151.44,2.65
30,2026-07-12,0.4478,0.2486,139,26,2,20045.64,3.28
31,2026-07-12,0.4781,0.243,539,124,9,28568.39,2.92
32,2026-07-12,0.7276,0.515,775,123,11,35905.97,2.39
33,2026-07-12,0.3717,0.2689,313,47,3,57600.32,6.37
34,2026-07-12,0.4235,0.2876,255,39,3,39069.1,6.58
35,2026-07-12,0.4113,0.3219,43,4,0,9370.11,6.51
36,2026-07-12,0.6235,0.4326,552,109,9,35304.15,2.04
37,2026-07-12,0.5744,0.4127,476,72,5,50664.29,2.42
38,2026-07-12,0.5291,0.3651,358,67,6,23628.15,1.88
39,2026-07-12,0.557,0.4079,295,61,4,16068.2,1.92
40,2026-07-12,0.5339,0.4012,768,142,21,90712.29,2.3
41,2026-07-12,0.6838,0.5907,2010,490,58,200830.0,2.12
42,2026-07-12,0.8066,0.6248,500,107,9,39162.43,2.19
43,2026-07-12,0.7053,0.5229,763,137,12,96395.48,2.34
44,2026-07-12,0.5042,0.4122,329,75,6,33587.08,2.32
45,2026-07-12,0.5668,0.4626,3060,705,58,238782.96,2.26
46,2026-07-12,0.854,0.6871,1116,270,19,65687.98,2.87
47,2026-07-12,0.525,0.3898,182,36,5,29371.68,3.19
48,2026-07-12,0.8434,0.7278,330,60,3,17222.67,1.73
49,2026-07-12,0.7394,0.5718,379,67,9,15648.03,2.14
50,2026-07-12,0.621,0.4824,282,50,6,19900.64,1.91
